,home_team,away_team,Time,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTR,FTR,FTHG,FTAG,date,away_expected_points,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_expected_points,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions,game_id,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,referee,home_club_formation,away_club_formation,home_club_id,away_club_id,home_xi_market_value,home_xi_average_age,home_xi_average_height,home_xi_total_caps,away_xi_market_value,away_xi_average_age,away_xi_average_height,away_xi_total_caps
385,Real Valladolid,Real Sociedad,15:00,8,8,3,2,5,3,15,17,4,1,0,0,H,D,1,1,2020-09-13,0.685,0.31178,0.31178,-0.5464309999999999,6.052631578947368,3,1.9495,0.858211,0.858211,0.5464309999999999,10.285714285714286,2,3431912.0,10.0,9.0,Sergio,Imanol Alguacil,Mario Melero López,4-2-3-1,4-1-4-1,366.0,681.0,25800000.0,29.688507249082196,180.0909090909091,2.0,167500000.0,23.844191400659575,180.8181818181818,120.0
386,Alaves,Real Betis,13:00,7,11,2,4,6,4,19,17,3,3,0,0,D,A,0,1,2020-09-13,0.3975,0.341233,0.341233,-0.835187,9.944444444444445,4,2.3667,1.17642,1.17642,0.835187,8.56,1,3431904.0,14.0,7.0,Pablo Machín,Manuel Pellegrini,Pablo González Fuertes,3-1-4-2,4-2-3-1,1108.0,150.0,51600000.0,29.15288407690872,183.54545454545453,22.0,146500000.0,29.39107709538921,182.36363636363637,292.0
387,Villarreal,Eibar,15:00,14,12,8,4,4,3,5,12,1,1,0,0,D,H,2,1,2020-09-19,0.3134,1.112,1.112,-1.88086,8.931034482758621,1,2.5655,2.99286,2.99286,1.88086,7.631578947368421,6,3431923.0,6.0,14.0,Unai Emery,José Luis Mendilibar,Jorge Figueroa Vázquez,4-4-2 double 6,4-3-3 Attacking,1050.0,1533.0,164500000.0,28.006720179204777,181.54545454545453,173.0,33400000.0,29.134714703503207,181.45454545454547,65.0
388,Getafe,Osasuna,17:30,7,10,1,3,4,1,19,13,4,2,0,0,D,H,1,0,2020-09-19,1.0509,0.486466,0.486466,-0.2162489999999999,12.5,3,1.5369000000000002,0.702715,0.702715,0.2162489999999999,6.166666666666667,2,3431917.0,9.0,8.0,Pepe Bordalás,Jagoba Arrasate,Alejandro Hernández Hernández,4-4-2 double 6,4-4-2 double 6,3709.0,331.0,128000000.0,27.528840769087175,182.0,246.0,33600000.0,29.80897268371601,181.63636363636363,2.0
389,Celta Vigo,Valencia,20:00,23,9,6,3,6,6,12,13,3,1,0,0,H,H,2,1,2020-09-19,0.2014,0.456643,0.456643,-1.878697,8.821428571428571,2,2.6887000000000003,2.33534,2.33534,1.878697,9.409090909090908,8,3431916.0,7.0,10.0,Óscar García,Javi Gracia,Jesús Gil Manzano,4-2-3-1,4-4-2 double 6,940.0,1049.0,65900000.0,26.87250326675378,176.1818181818182,155.0,163800000.0,24.969448074170863,181.72727272727272,231.0
390,SD Huesca,Cadiz,15:00,4,6,0,4,2,1,18,23,3,3,0,0,A,A,0,2,2020-09-20,2.692,1.50522,1.50522,1.281374,12.0,1,0.1765,0.223846,0.223846,-1.281374,3.678571428571429,0,3431919.0,17.0,12.0,Míchel,Álvaro Cervera,César Soto Grado,4-2-3-1,4-2-3-1,5358.0,2687.0,21300000.0,28.809582477754965,181.0909090909091,21.0,19700000.0,30.68234708481115,180.54545454545453,5.0
391,Real Betis,Real Valladolid,17:30,16,9,6,2,5,3,18,10,3,0,0,0,H,H,2,0,2020-09-20,0.251,0.290702,0.290702,-0.733778,9.035714285714286,2,2.5964,1.76775,1.02448,0.733778,6.833333333333333,1,3431915.0,3.0,16.0,Manuel Pellegrini,Sergio,Santiago Jaime Latre,4-2-3-1,4-2-3-1,150.0,366.0,146500000.0,29.410242050899136,182.36363636363637,292.0,23100000.0,29.971003671209008,181.1818181818182,2.0
392,Granada,Alaves,17:30,10,5,3,3,4,4,9,12,0,3,0,0,D,H,2,1,2020-09-20,0.2271,0.77021,0.77021,-1.68432,12.1875,2,2.6418,2.45453,2.45453,1.68432,5.608695652173913,3,3431918.0,2.0,18.0,Diego Martínez,Pablo Machín,Carlos del Cerro Grande,4-2-3-1,3-5-2,16795.0,1108.0,71500000.0,27.21199676435816,182.1818181818182,101.0,45200000.0,28.190405077468732,185.45454545454547,20.0
393,Real Sociedad,Real Madrid,20:00,6,16,1,4,1,11,17,12,2,2,0,0,D,D,0,0,2020-09-20,1.3727999999999998,0.769069,0.769069,0.05095,7.0,7,1.2614999999999998,0.718119,0.718119,-0.05095,13.241379310344827,4,3431921.0,13.0,5.0,Imanol Alguacil,Zinédine Zidane,Juan Martínez Munuera,4-2-3-1,4-2-3-1,681.0,418.0,197000000.0,23.81780847489266,181.0,182.0,464000000.0,27.66996453238753,181.45454545454547,706.0
394,Alaves,Getafe,12:00,9,11,0,4,1,5,13,13,2,2,0,0,D,D,0,0,2020-09-26,1.7367,1.31111,1.31111,0.443945,8.692307692307692,2,0.9693,0.867165,0.867165,-0.443945,6.434782608695652,3,3431924.0,19.0,11.0,Pablo Machín,Pepe Bordalás,Javier Alberola Rojas,4-4-2,4-4-2,1108.0,3709.0,49600000.0,28.9634745815444,183.54545454545453,26.0,128000000.0,27.5480057245971,182.0,246.0
395,Valencia,SD Huesca,15:00,5,17,2,4,4,4,14,20,0,1,0,0,H,D,1,1,2020-09-26,2.0675,1.10618,1.10618,0.8000879999999999,4.829268292682927,3,0.6038,0.306092,0.306092,-0.8000879999999999,11.63157894736842,3,3431931.0,9.0,17.0,Javi Gracia,Míchel,José Luis Munuera Montero,4-4-2 double 6,4-2-3-1,1049.0,5358.0,145000000.0,25.354987244104283,181.72727272727272,154.0,17900000.0,29.944147843942506,180.8181818181818,21.0
396,Elche,Real Sociedad,17:30,5,27,2,7,2,11,11,12,3,1,0,0,D,A,0,3,2020-09-26,2.6576,3.3738,2.63052,1.3939100000000002,7.620689655172414,13,0.2266999999999999,1.23661,1.23661,-1.3939100000000002,23.63636363636364,2,3431933.0,20.0,7.0,Jorge Almirón,Imanol Alguacil,Isidro Díaz de Mera Escuderos,3-4-3,4-2-3-1,1531.0,681.0,11600000.0,27.73965527969635,181.54545454545453,2.0,191000000.0,25.28579428784768,180.54545454545453,181.0
397,Real Betis,Real Madrid,20:00,15,11,5,4,8,3,9,10,5,2,1,0,H,A,2,3,2020-09-26,2.7254,3.86499,3.12171,1.7070600000000002,10.25,7,0.1934,1.41465,1.41465,-1.7070600000000002,15.681818181818182,5,3431927.0,5.0,3.0,Manuel Pellegrini,Zinédine Zidane,De Burgos Bengoetxea,4-2-3-1,4-3-1-2,150.0,418.0,149000000.0,28.489826395370542,182.63636363636363,334.0,519000000.0,27.555970381432395,183.9090909090909,635.0
398,Barcelona,Villarreal,20:00,17,5,9,1,8,4,9,10,0,1,0,0,H,H,4,0,2020-09-27,0.0328,0.244835,0.244835,-2.519245,19.15,6,2.9455,3.50735,2.76408,2.519245,14.952380952380953,17,3431926.0,1.0,12.0,Ronald Koeman,Unai Emery,Guillermo Cuadra Fernández,4-2-3-1,4-4-2 double 6,131.0,1050.0,530000000.0,28.6224877107834,180.36363636363637,741.0,169500000.0,27.866343102482734,180.72727272727272,224.0
399,Real Valladolid,Celta Vigo,17:30,10,5,4,1,4,1,26,18,3,4,0,0,A,D,1,1,2020-09-27,0.9605,1.08307,1.08307,0.3015139999999999,6.576923076923077,3,1.7297,1.52483,0.781556,-0.3015139999999999,4.075,3,3431932.0,16.0,8.0,Sergio,Óscar García,José María Sánchez Martínez,4-4-2,4-2-3-1,366.0,940.0,21900000.0,28.545827888743702,179.63636363636363,3.0,65900000.0,26.894406073050835,176.1818181818182,155.0
400,Cadiz,Sevilla,17:30,12,14,5,5,6,5,9,14,4,2,0,0,D,A,1,3,2020-09-27,2.149,2.2102,2.2102,1.1119,3.4347826086956523,13,0.6369999999999999,1.0983,1.0983,-1.1119,31.3125,3,3431929.0,15.0,4.0,Álvaro Cervera,Julen Lopetegui,Medié Jiménez,4-2-3-1,4-3-3 Attacking,2687.0,368.0,19700000.0,30.701512040321074,180.54545454545453,5.0,191000000.0,28.452492066455104,181.45454545454547,521.0
401,Eibar,Athletic Club,13:00,7,9,1,5,5,4,15,12,1,0,0,0,A,A,1,2,2020-09-27,1.4428999999999998,0.505645,0.505645,0.180329,7.388888888888889,5,1.0496,0.325316,0.325316,-0.180329,5.888888888888889,0,3431928.0,18.0,14.0,José Luis Mendilibar,Gaizka Garitano,Adrián Cordero Vega,4-3-3 Attacking,4-2-3-1,1533.0,621.0,34900000.0,29.289776616265325,179.72727272727272,65.0,159000000.0,27.377263393690498,180.54545454545453,108.0
402,Osasuna,Levante,11:00,9,11,4,5,3,7,15,16,2,0,0,0,D,A,1,3,2020-09-27,2.7936,2.99435,2.25108,1.526609,6.0,8,0.1314,0.724471,0.724471,-1.526609,9.869565217391305,1,3431930.0,13.0,10.0,Jagoba Arrasate,Paco López,Mario Melero López,4-4-2 double 6,4-4-2 double 6,331.0,3368.0,36700000.0,28.670026756269056,181.9090909090909,7.0,81200000.0,28.53487648559517,180.45454545454547,85.0
403,Atletico Madrid,Granada,15:00,17,11,10,6,1,1,16,14,3,1,0,0,H,H,6,1,2020-09-27,0.2034,1.30515,1.30515,-1.40305,9.9,4,2.7036,3.60448,2.7082,1.40305,6.928571428571429,14,3431925.0,2.0,6.0,Diego Simeone,Diego Martínez,Estrada Fernández,4-4-2 double 6,4-2-3-1,13.0,16795.0,493000000.0,27.39518387156991,180.9090909090909,480.0,67000000.0,27.625412233215105,183.45454545454547,51.0
404,Real Sociedad,Valencia,18:00,11,9,3,5,9,3,16,15,1,5,0,0,D,A,0,1,2020-09-29,1.6146,0.836796,0.836796,0.2475469999999999,11.333333333333334,4,1.0125,0.589249,0.589249,-0.2475469999999999,7.190476190476191,12,3431941.0,11.0,6.0,Imanol Alguacil,Javi Gracia,Jorge Figueroa Vázquez,4-3-3 Attacking,4-4-1-1,681.0,1049.0,136000000.0,25.521249455541035,182.1818181818182,168.0,139500000.0,23.959927820297427,180.36363636363637,211.0
405,Getafe,Real Betis,20:30,8,10,4,2,1,4,15,17,4,4,0,1,H,H,3,0,2020-09-29,0.8319000000000001,0.442837,0.442837,-0.465232,3.576923076923077,3,1.8108,0.908069,0.908069,0.465232,13.84375,1,3431937.0,7.0,9.0,Pepe Bordalás,Manuel Pellegrini,Juan Martínez Munuera,4-4-2,4-2-3-1,3709.0,150.0,126000000.0,27.692365129736796,180.63636363636363,245.0,130500000.0,28.27652292950034,181.9090909090909,325.0
406,Real Madrid,Real Valladolid,20:30,15,11,5,5,4,7,11,7,2,1,0,0,D,H,1,0,2020-09-30,0.1602,0.540187,0.540187,-2.105803,17.736842105263158,2,2.7564,2.64599,2.64599,2.105803,11.214285714285714,9,3431940.0,2.0,18.0,Zinédine Zidane,Sergio,César Soto Grado,4-3-1-2,4-2-3-1,418.0,366.0,410000000.0,28.850973803745877,182.45454545454547,745.0,22700000.0,28.84524920664551,180.0,34.0
407,SD Huesca,Atletico Madrid,18:00,9,16,3,2,5,7,13,10,1,0,0,0,D,D,0,0,2020-09-30,2.3055,1.79241,1.79241,1.160478,8.909090909090908,11,0.4896,0.631932,0.631932,-1.160478,15.428571428571429,3,3431939.0,14.0,5.0,Míchel,Diego Simeone,Adrián Cordero Vega,4-3-3 Attacking,4-4-2 double 6,5358.0,13.0,14200000.0,31.253388090349073,178.8181818181818,20.0,481000000.0,27.382987990790866,182.54545454545453,453.0
408,Villarreal,Alaves,18:00,10,8,6,3,2,0,11,13,0,2,0,0,H,H,3,1,2020-09-30,0.1291999999999999,0.618672,0.618672,-1.2971279999999998,10.87878787878788,3,2.7923,2.65908,1.9158,1.2971279999999998,7.466666666666667,6,3431943.0,8.0,20.0,Unai Emery,Pablo Machín,Medié Jiménez,4-1-4-1,4-4-2,1050.0,1108.0,151500000.0,28.866903117416463,182.45454545454547,159.0,53100000.0,28.44626967830253,182.36363636363637,31.0
409,Eibar,Elche,20:30,12,5,4,2,3,2,9,14,2,2,0,0,A,A,0,1,2020-09-30,0.569,0.378171,0.378171,0.0609269999999999,12.8,4,2.1293,1.06052,0.317244,-0.0609269999999999,4.0,6,3431936.0,19.0,17.0,José Luis Mendilibar,Jorge Almirón,Santiago Jaime Latre,4-4-2,3-4-1-2,1533.0,1531.0,33800000.0,29.30321697467488,179.0909090909091,87.0,11700000.0,27.25978470536992,182.45454545454547,3.0
410,Athletic Club,Cadiz,18:00,13,3,4,1,5,2,15,16,3,5,0,2,D,A,0,1,2020-10-01,0.9416,0.263675,0.263675,-0.281352,11.571428571428571,4,1.5545,0.545027,0.545027,0.281352,4.4,5,3431934.0,15.0,10.0,Gaizka Garitano,Álvaro Cervera,Pablo González Fuertes,4-2-3-1,4-4-1-1,621.0,2687.0,159000000.0,27.388214796839023,180.54545454545453,108.0,20500000.0,28.61999875552237,180.27272727272728,79.0
411,Sevilla,Levante,18:00,16,3,2,1,2,4,14,17,5,2,0,0,D,H,1,0,2020-10-01,0.7051000000000001,0.375244,0.375244,-0.672046,13.08,0,1.9492,1.04729,1.04729,0.672046,6.5,8,3431942.0,3.0,13.0,Julen Lopetegui,Paco López,Estrada Fernández,4-3-3 Attacking,4-4-2 double 6,368.0,3368.0,213000000.0,28.93310932735984,181.9090909090909,362.0,78200000.0,28.506253500093337,181.36363636363637,87.0
412,Celta Vigo,Barcelona,20:30,10,6,3,3,3,7,22,10,5,5,0,1,A,A,0,3,2020-10-01,1.723,0.931689,0.931689,0.363488,11.27777777777778,7,0.9211,0.568201,0.568201,-0.363488,7.648648648648648,5,3431935.0,12.0,1.0,Óscar García,Ronald Koeman,Carlos del Cerro Grande,5-3-2,4-2-3-1,940.0,131.0,50650000.0,25.393068259598035,178.63636363636363,177.0,530000000.0,28.633439113931924,180.36363636363637,741.0
413,Elche,SD Huesca,17:30,2,18,0,4,0,5,8,26,0,2,0,0,D,D,0,0,2020-10-03,2.5993000000000004,1.70374,1.70374,1.514855,7.717391304347826,12,0.238,0.188885,0.188885,-1.514855,10.391304347826088,0,3441597.0,14.0,15.0,Jorge Almirón,Míchel,Mario Melero López,3-4-2-1,4-4-2 double 6,1531.0,5358.0,14600000.0,27.188600584904485,180.63636363636363,3.0,19500000.0,30.235728952772075,181.27272727272728,21.0
414,Real Sociedad,Getafe,17:30,11,5,6,1,5,4,21,13,3,3,0,0,H,H,3,0,2020-10-03,0.1607,0.315862,0.315862,-1.137698,7.266666666666667,1,2.7425,2.19684,1.45356,1.137698,4.352941176470588,1,3441594.0,7.0,11.0,Imanol Alguacil,Pepe Bordalás,Mateu Lahoz,4-1-4-1,4-4-2,681.0,3709.0,191000000.0,26.204467674693547,181.0,206.0,126000000.0,27.70331653288532,180.63636363636363,245.0
415,Real Valladolid,Eibar,12:00,9,11,3,5,3,4,11,21,2,3,0,1,D,A,1,2,2020-10-03,1.9036,1.6913,0.948019,0.5965689999999999,7.681818181818182,2,0.7897,1.09473,0.35145,-0.5965689999999999,8.0,3,3441596.0,20.0,16.0,Sergio,José Luis Mendilibar,Isidro Díaz de Mera Escuderos,4-4-2,4-2-3-1,366.0,1533.0,22400000.0,27.72198369734304,181.0,44.0,30300000.0,28.295936780536366,180.36363636363637,97.0
416,Atletico Madrid,Villarreal,15:00,14,6,1,2,9,1,11,7,1,2,0,0,D,D,0,0,2020-10-03,0.7952,0.201508,0.201508,-0.408494,15.142857142857142,7,1.7096,0.610002,0.610002,0.408494,10.774193548387096,8,3441589.0,5.0,8.0,Diego Simeone,Unai Emery,Alejandro Hernández Hernández,4-4-2 double 6,4-1-4-1,13.0,1050.0,526000000.0,27.587082322195258,180.9090909090909,601.0,151500000.0,28.875116669777857,182.45454545454547,159.0
417,Valencia,Real Betis,20:00,5,17,2,8,4,7,11,14,2,2,0,0,A,A,0,2,2020-10-03,2.4666,1.87508,1.87508,1.399861,8.1,7,0.3470999999999999,0.475219,0.475219,-1.399861,9.85,3,3441595.0,9.0,6.0,Javi Gracia,Manuel Pellegrini,Guillermo Cuadra Fernández,4-4-2,4-2-3-1,1049.0,150.0,139000000.0,26.173604629456783,180.63636363636363,151.0,129000000.0,28.765353742766475,181.45454545454547,139.0
418,Barcelona,Sevilla,20:00,12,13,5,1,6,5,11,18,1,1,0,0,D,D,1,1,2020-10-04,1.5297999999999998,1.25522,1.25522,0.19805,11.212121212121213,2,1.1629,1.05717,1.05717,-0.19805,15.833333333333334,3,3441590.0,1.0,3.0,Ronald Koeman,Julen Lopetegui,Jesús Gil Manzano,4-2-3-1,4-3-3 Attacking,131.0,368.0,495000000.0,28.303403646319456,180.9090909090909,752.0,231000000.0,28.907721983697343,181.54545454545453,418.0
419,Levante,Real Madrid,15:00,11,13,4,3,4,6,14,8,2,1,0,0,A,A,0,2,2020-10-04,2.3993,1.87714,1.87714,1.299811,7.818181818181818,13,0.4178,0.577329,0.577329,-1.299811,10.192307692307692,6,3441592.0,17.0,2.0,Paco López,Zinédine Zidane,José Luis Munuera Montero,4-4-2 double 6,4-3-3 Attacking,3368.0,418.0,85700000.0,28.82658204218779,180.0909090909091,85.0,469000000.0,28.182689316159543,183.36363636363637,774.0
420,Cadiz,Granada,17:30,14,13,4,5,2,5,16,16,2,2,0,0,A,D,1,1,2020-10-04,1.0715,0.820558,0.820558,-0.2703920000000001,4.0,4,1.5995,1.09095,1.09095,0.2703920000000001,9.538461538461538,1,3441591.0,10.0,4.0,Álvaro Cervera,Diego Martínez,Javier Alberola Rojas,4-2-3-1,4-2-3-1,2687.0,16795.0,22600000.0,28.775807354862796,179.63636363636363,69.0,62800000.0,28.008213552361397,183.72727272727272,48.0
421,Alaves,Athletic Club,13:00,8,8,3,0,0,6,20,17,2,3,1,0,D,H,1,0,2020-10-04,1.2271,0.487749,0.487749,-0.032893,4.846153846153846,4,1.3192,0.520642,0.520642,0.032893,9.84,3,3441588.0,18.0,19.0,Pablo Machín,Gaizka Garitano,José María Sánchez Martínez,3-5-2,4-2-3-1,1108.0,621.0,49600000.0,29.531454172111253,184.36363636363637,26.0,149500000.0,26.865534192022896,181.8181818181818,110.0
422,Osasuna,Celta Vigo,11:00,14,9,5,3,6,5,19,10,3,3,0,0,H,H,2,0,2020-10-04,0.5939,0.360866,0.360866,-0.761014,5.523809523809524,8,2.1056,1.12188,1.12188,0.761014,7.142857142857143,6,3441593.0,12.0,13.0,Jagoba Arrasate,Óscar García,De Burgos Bengoetxea,4-4-2 double 6,4-2-3-1,331.0,940.0,28000000.0,29.21809470474768,182.72727272727272,8.0,59400000.0,27.11642088233464,179.1818181818182,187.0
423,Granada,Sevilla,12:00,13,8,3,3,5,1,16,11,4,4,0,1,D,H,1,0,2020-10-17,0.946,0.699011,0.699011,-0.3881989999999999,11.411764705882351,5,1.7098,1.08721,1.08721,0.3881989999999999,8.0,5,3450965.0,3.0,7.0,Diego Martínez,Julen Lopetegui,Pablo González Fuertes,4-1-4-1,4-3-3 Attacking,16795.0,368.0,57500000.0,28.795221205898823,183.36363636363637,9.0,145000000.0,29.116047539045486,182.0,270.0
424,Celta Vigo,Atletico Madrid,15:00,15,9,5,4,8,4,16,18,3,4,0,0,A,A,0,2,2020-10-17,1.1,1.51399,1.51399,-0.38338,9.51851851851852,7,1.646,1.89737,1.89737,0.38338,13.833333333333334,12,3450962.0,16.0,4.0,Óscar García,Diego Simeone,Juan Martínez Munuera,5-4-1,4-4-2 double 6,940.0,13.0,63150000.0,26.067824030863047,178.1818181818182,194.0,337000000.0,27.533071993030923,177.72727272727272,537.0
425,Real Madrid,Cadiz,17:30,14,14,2,5,4,11,7,5,2,0,0,0,A,A,0,1,2020-10-17,1.8448,1.768,1.768,0.6321000000000001,23.571428571428573,2,0.8986000000000001,1.1359,1.1359,-0.6321000000000001,6.5,10,3450968.0,2.0,8.0,Zinédine Zidane,Álvaro Cervera,Santiago Jaime Latre,4-3-3 Attacking,4-4-2 double 6,418.0,2687.0,356000000.0,30.037956567730692,181.27272727272728,617.0,21200000.0,29.359965154626344,181.0909090909091,69.0
426,Getafe,Barcelona,20:00,9,7,4,1,7,2,20,10,4,3,0,0,D,H,1,0,2020-10-17,0.4856,0.62541,0.62541,-0.3413589999999999,5.066666666666666,4,2.2964,1.70992,0.966769,0.3413589999999999,11.4,4,3450964.0,9.0,1.0,Pepe Bordalás,Ronald Koeman,César Soto Grado,4-4-2,4-2-3-1,3709.0,131.0,130000000.0,26.92676249144421,181.9090909090909,246.0,445000000.0,27.166946674133534,180.8181818181818,705.0
427,Real Betis,Real Sociedad,20:00,7,8,1,5,6,2,11,18,2,1,0,0,A,A,0,3,2020-10-18,2.5419,1.58336,0.840078,0.53555,10.76923076923077,5,0.2925,0.304528,0.304528,-0.53555,10.5,0,3450967.0,10.0,5.0,Manuel Pellegrini,Imanol Alguacil,Estrada Fernández,4-2-3-1,4-1-4-1,150.0,681.0,103000000.0,29.999128865658637,180.54545454545453,87.0,191000000.0,27.100242673137952,180.36363636363637,125.0
428,SD Huesca,Real Valladolid,17:30,12,5,7,3,3,1,14,24,1,2,0,0,A,D,2,2,2020-10-18,1.0451,0.907963,0.164685,-1.089705,10.09375,0,1.6073,1.25439,1.25439,1.089705,9.909090909090908,2,3450966.0,17.0,20.0,Míchel,Sergio,Jorge Figueroa Vázquez,4-2-3-1,4-2-3-1,5358.0,366.0,25500000.0,29.032916433327113,179.72727272727272,21.0,29200000.0,28.557277082944434,181.0,41.0
429,Alaves,Elche,17:30,13,7,2,3,2,6,11,11,2,5,0,0,A,A,0,2,2020-10-18,1.3416,0.902261,0.902261,-0.005959,12.31578947368421,1,1.3134,0.90822,0.90822,0.005959,9.428571428571429,9,3450960.0,19.0,13.0,Pablo Machín,Jorge Almirón,Adrián Cordero Vega,3-4-1-2,3-4-2-1,1108.0,1531.0,48300000.0,29.002551179142554,183.8181818181818,21.0,18000000.0,29.030676373592186,182.27272727272728,1.0
430,Athletic Club,Levante,13:00,14,6,5,1,9,3,11,10,3,1,0,0,D,H,2,0,2020-10-18,0.1632,0.281482,0.281482,-1.7886479999999998,10.578947368421051,5,2.7327,2.07013,2.07013,1.7886479999999998,7.12,9,3450961.0,14.0,18.0,Gaizka Garitano,Paco López,Javier Alberola Rojas,4-2-3-1,4-2-3-1,621.0,3368.0,156000000.0,28.08636674755771,179.0909090909091,107.0,72200000.0,28.25810466056873,180.54545454545453,82.0
431,Eibar,Osasuna,11:00,10,8,6,2,6,7,14,14,2,3,0,1,D,D,0,0,2020-10-18,2.2068000000000003,1.2646,1.2646,0.8932389999999999,6.0,6,0.5313000000000001,0.371361,0.371361,-0.8932389999999999,10.384615384615383,3,3450963.0,15.0,12.0,José Luis Mendilibar,Jagoba Arrasate,Medié Jiménez,4-4-2 double 6,4-4-2 double 6,1533.0,331.0,35800000.0,28.15083068881837,180.9090909090909,89.0,31700000.0,29.17005786820982,182.1818181818182,6.0
432,Villarreal,Valencia,15:00,16,11,6,3,3,7,13,8,4,1,1,0,D,H,2,1,2020-10-18,0.5994,0.677588,0.677588,-0.178888,14.571428571428571,1,2.16,1.59975,0.856476,0.178888,10.35,11,3450969.0,6.0,11.0,Unai Emery,Javi Gracia,Carlos del Cerro Grande,4-1-4-1,4-4-2,1050.0,1049.0,141500000.0,28.431087051210252,182.54545454545453,148.0,159500000.0,24.877854520564995,180.8181818181818,189.0
433,Elche,Valencia,20:00,3,14,2,4,0,7,15,8,3,2,0,0,H,H,2,1,2020-10-23,2.4331,1.23519,1.23519,1.069617,11.407407407407408,8,0.3325,0.165573,0.165573,-1.069617,15.833333333333334,1,3450973.0,11.0,14.0,Jorge Almirón,Javi Gracia,César Soto Grado,3-4-2-1,5-3-2,1531.0,1049.0,18500000.0,28.71557463754589,181.1818181818182,5.0,130000000.0,25.83112438553917,179.1818181818182,194.0
434,Barcelona,Real Madrid,15:00,10,15,4,9,7,7,11,13,3,2,0,0,D,A,1,3,2020-10-24,2.4195999999999995,3.20848,2.4652,0.8916899999999999,13.5,8,0.43,1.57351,1.57351,-0.8916899999999999,11.75,5,3450971.0,5.0,1.0,Ronald Koeman,Zinédine Zidane,Juan Martínez Munuera,4-2-3-1,4-3-3 Attacking,131.0,418.0,465000000.0,26.839897952834296,179.72727272727272,670.0,509000000.0,27.84468919171178,184.36363636363637,578.0
435,Osasuna,Athletic Club,17:30,7,13,2,5,2,5,18,10,3,2,0,0,D,H,1,0,2020-10-24,0.8311,0.5791,0.5791,0.3330579999999999,6.590909090909091,5,1.8271,0.989319,0.246042,-0.3330579999999999,11.038461538461538,3,3450976.0,10.0,16.0,Jagoba Arrasate,Gaizka Garitano,Guillermo Cuadra Fernández,4-2-3-1,4-2-3-1,331.0,621.0,32900000.0,30.112376330035467,182.0909090909091,3.0,156000000.0,28.102793852280502,179.0909090909091,107.0
436,Sevilla,Eibar,17:30,21,3,3,1,13,3,11,12,0,3,0,0,A,A,0,1,2020-10-24,0.1491,0.198368,0.198368,-1.7872119999999998,15.62962962962963,2,2.7435,1.98558,1.98558,1.7872119999999998,5.173913043478261,5,3450979.0,8.0,13.0,Julen Lopetegui,José Luis Mendilibar,Alejandro Hernández Hernández,4-3-3 Attacking,4-4-2 double 6,368.0,1533.0,146000000.0,28.187418331155495,180.54545454545453,482.0,42200000.0,28.586397859498472,180.0,65.0
437,Atletico Madrid,Real Betis,20:00,13,12,6,3,8,5,19,12,2,0,0,1,D,H,2,0,2020-10-24,1.1767,1.01541,1.01541,-0.22763,7.0,5,1.5124,1.24304,1.24304,0.22763,10.96551724137931,8,3450970.0,3.0,12.0,Diego Simeone,Manuel Pellegrini,Mateu Lahoz,4-3-3 Attacking,4-2-3-1,13.0,150.0,384000000.0,28.00323564183934,179.27272727272728,550.0,128500000.0,29.00976914939954,180.72727272727272,324.0
438,Real Sociedad,SD Huesca,20:00,13,6,6,4,4,5,12,11,2,1,0,0,H,H,4,1,2020-10-25,0.4201,0.591473,0.591473,-0.4629869999999999,15.0625,2,2.3632,1.79773,1.05446,0.4629869999999999,8.857142857142858,16,3450977.0,4.0,19.0,Imanol Alguacil,Míchel,Isidro Díaz de Mera Escuderos,4-1-4-1,4-4-2 double 6,681.0,5358.0,161000000.0,26.053139194822972,179.1818181818182,109.0,23300000.0,28.382054632567982,179.72727272727272,28.0
439,Getafe,Granada,17:30,10,5,1,2,6,1,19,23,4,2,0,0,A,A,0,1,2020-10-25,0.9787,0.949811,0.206534,-1.127846,5.038461538461538,2,1.6708,1.33438,1.33438,1.127846,2.5,4,3450974.0,9.0,2.0,Pepe Bordalás,Diego Martínez,Jesús Gil Manzano,4-4-2,4-1-4-1,3709.0,16795.0,130000000.0,26.948665297741275,181.9090909090909,246.0,59000000.0,27.342169124509986,183.54545454545453,58.0
440,Real Valladolid,Alaves,13:00,5,14,1,4,2,4,9,7,1,0,1,0,D,A,0,2,2020-10-25,2.7896,2.3128,1.56953,1.264317,11.333333333333334,4,0.1301,0.305213,0.305213,-1.264317,19.384615384615383,5,3450978.0,20.0,15.0,Sergio,Pablo Machín,José Luis Munuera Montero,4-4-2 double 6,4-4-2 double 6,366.0,1108.0,33100000.0,28.385041378881215,181.1818181818182,88.0,53100000.0,29.983448447514153,183.8181818181818,26.0
441,Cadiz,Villarreal,15:00,5,7,0,2,0,5,15,7,2,2,0,0,D,D,0,0,2020-10-25,1.9567,0.752296,0.752296,0.543156,4.944444444444445,4,0.6477999999999999,0.20914,0.20914,-0.543156,24.45,4,3450972.0,7.0,6.0,Álvaro Cervera,Unai Emery,De Burgos Bengoetxea,4-4-2 double 6,4-3-3 Attacking,2687.0,1050.0,21200000.0,29.3818679609234,181.0909090909091,69.0,144500000.0,28.076659822039698,182.1818181818182,141.0
