,FTR,date,Time,game_id,HTR,team,club_id,manager,formation,xi_market_value,xi_average_age,xi_average_height,xi_total_caps,is_home,shots_last_5,shots_target_last_5,corners_last_5,fouls_last_5,yellow_cards_last_5,red_cards_last_5,xp_last_5,xg_last_5,np_xg_last_5,ppda_last_5,deep_completions_last_5,xi_market_value_last_5,xi_average_age_last_5,xi_average_height_last_5,xi_total_caps_last_5,shots_ewm_5,shots_target_ewm_5,corners_ewm_5,fouls_ewm_5,yellow_cards_ewm_5,red_cards_ewm_5,xp_ewm_5,xg_ewm_5,np_xg_ewm_5,ppda_ewm_5,deep_completions_ewm_5,xi_market_value_ewm_5,xi_average_age_ewm_5,xi_average_height_ewm_5,xi_total_caps_ewm_5,position_last
1509,H,2023-05-28,18:00,3886702.0,H,Barcelona,131.0,Xavi,4-3-3 Attacking,485000000.0,27.05668595606994,180.54545454545453,738.0,1,16.0,5.4,7.6,8.6,1.4,0.0,1.8733200000000003,2.5413240000000004,2.5413240000000004,7.394732276718784,14.8,530600000.0,26.59667724472653,181.6,672.8,15.194091155485898,5.113698851506842,6.828507357428971,9.216044292834441,1.7108684728389998,0.00282552141380968,1.5066362209048723,2.147892439302195,2.1459607882999268,7.5106567265320265,11.290865381950132,488256270.4449232,26.719243434706765,181.383247850306,637.8593266378385,1.0
1511,H,2023-06-04,20:00,3844553.0,H,Barcelona,131.0,Xavi,4-3-3 Attacking,375000000.0,27.816812892788253,182.72727272727272,629.0,0,18.6,5.6,8.4,7.4,1.4,0.0,1.88964,2.8056780000000003,2.8056779999999995,6.931145320197044,16.0,508600000.0,26.787331217721363,181.3090909090909,684.2,19.4627274369906,6.409132567671229,9.219004904952648,7.4773628618896275,1.1405789818926666,0.0018836809425397869,1.9995241472699148,2.90131829286813,2.900030525533284,7.277937817688017,16.193910254633423,487170846.9632821,26.83172427516116,181.10398341535551,671.2395510918924,1.0
1525,A,2024-08-17,20:30,4361550.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,365500000.0,24.827079833239996,181.72727272727272,415.0,0,16.2,5.2,7.0,7.8,1.8,0.0,1.7748000000000002,2.6089420000000003,2.608942,6.937724267565466,13.4,464600000.0,27.12836786758758,181.45454545454544,673.8,15.9751516246604,4.9394217117808195,7.479336603301765,7.984908574593085,1.427052654595111,0.0012557872950265247,2.0454494315132767,2.40647219524542,2.405613683688856,6.904590124072713,14.129273503088948,449780564.6421881,27.160087147703525,181.64507985266127,657.1597007279282,1.0
1533,H,2024-08-24,18:00,4361561.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,443000000.0,24.91917117789808,181.9090909090909,453.0,1,16.8,5.8,8.0,8.6,1.8,0.0,1.9042999999999999,2.5766300000000006,2.427974,6.949445879287078,13.0,414700000.0,26.864887063655033,181.4,620.6,16.650101083106932,5.959614474520547,7.652891068867842,9.65660571639539,1.9513684363967407,0.0008371915300176831,2.230066287675518,2.767061463496947,2.5187291224592374,6.987675467330527,13.419515668725964,421687043.09479207,26.38241804288235,181.67247747753174,576.4398004852854,1.0
1541,A,2024-08-27,20:30,4361568.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,403000000.0,25.076473150395124,182.72727272727272,449.0,0,16.8,6.0,7.4,9.2,1.8,0.0,2.21622,2.6915240000000002,2.542868,7.347878481167955,13.6,414300000.0,26.19620434322693,181.52727272727273,544.0,15.433400722071289,5.639742983013697,6.768594045911894,10.10440381093026,2.634245624264494,0.0005581276866784554,2.2686108584503453,2.6499643089979648,2.484409414972825,7.219056372159745,12.946343779150643,428791362.06319475,25.894669087887593,181.75134862138478,535.2932003235236,2.0
1552,H,2024-08-31,16:00,4364906.0,H,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,475500000.0,25.439362827453177,179.72727272727272,446.0,1,18.0,5.8,7.4,9.6,2.0,0.0,2.47466,2.6495360000000003,2.50088,7.441211814501289,13.6,414300000.0,25.939244602078283,181.92727272727274,536.8,17.622267148047527,5.426495322009131,6.5123960306079285,10.402935873953506,2.0894970828429957,0.0003720851244523036,2.2809739056335636,2.27288287266531,2.1625129433152166,7.946037581439829,11.297562519433763,420194241.3754632,25.621937108723433,182.07665665668074,506.5288002156824,1.0
1565,A,2024-09-15,15:15,4405324.0,A,Barcelona,131.0,Hansi Flick,4-2-3-1,475500000.0,25.480430589260155,179.72727272727272,446.0,0,17.0,6.0,6.6,10.0,2.0,0.0,2.4739400000000002,2.7559460000000002,2.6072900000000003,7.394096429885903,10.8,412400000.0,25.61577997635493,181.76363636363635,478.4,19.414844765365018,6.950996881339421,7.674930687071952,8.935290582635671,1.3929980552286638,0.00024805674963486907,2.5145492704223757,3.16199524844354,3.0884152955434776,7.489666079934246,11.531708346289173,438629494.2503088,25.56107901496668,181.29352868021138,486.3525334771216,1.0
1580,A,2024-09-22,17:30,4405334.0,A,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,366000000.0,25.610602949411984,181.54545454545453,421.0,0,19.2,7.4,7.0,9.0,2.0,0.2,2.52428,2.9913100000000004,2.842654,7.983946053946053,11.0,432500000.0,25.148503515649306,181.16363636363636,441.8,19.609896510243345,7.633997920892948,7.116620458047969,7.290193721757114,1.5953320368191093,0.3334987044997566,2.472699513614917,2.9725301656290264,2.9234768636956514,8.02882500567045,11.354472230859448,450919662.8335392,25.534196206397837,180.77144336256515,472.90168898474775,1.0
1586,H,2024-09-25,20:00,4405339.0,H,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,348500000.0,24.61078962105656,179.63636363636363,354.0,1,19.0,7.8,6.0,8.8,1.6,0.2,2.48502,3.1324020000000004,2.983746,7.682588587882705,10.6,432600000.0,25.305208138883703,181.12727272727273,443.0,18.739931006828897,8.422665280595298,5.744413638698646,8.860129147838075,1.396888024546073,0.2223324696665044,2.4494663424099445,3.379586777086017,3.099124575797101,7.234902944956771,10.902981487239634,422613108.55569285,25.559665120735886,181.02944709019494,455.60112598983187,1.0
1591,H,2024-09-28,20:00,4405353.0,H,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,232500000.0,23.799390205961046,182.36363636363637,360.0,0,19.6,7.6,6.4,7.4,1.0,0.2,2.4809399999999995,3.0908460000000004,2.94219,6.9128916181857365,9.6,413700000.0,25.2435318275154,180.6727272727273,423.2,17.826620671219263,6.948443520396865,6.1629424257990975,7.2400860985587165,1.2645920163640487,0.14822164644433627,2.4080775616066297,2.9890545180573445,2.802079717198067,6.101046407748959,9.601987658159755,397908739.0371286,25.243373287509446,180.56508593891783,421.73408399322125,1.0
1609,A,2024-10-06,15:15,4405361.0,A,Barcelona,131.0,Hansi Flick,4-2-3-1,400500000.0,24.04953020969448,180.1818181818182,364.0,0,17.6,7.6,6.8,5.8,1.2,0.2,2.06872,2.9374648000000003,2.7888087999999995,6.24717733247145,10.0,379600000.0,24.988115238628588,180.6,405.4,15.884413780812842,6.298962346931243,6.775294950532732,5.826724065705811,1.5097280109093658,0.09881443096289085,1.6869183744044198,2.2433076787048964,2.118657811465378,6.091173795642163,9.73465843877317,342772492.69141906,24.76204559365998,181.16460274715735,401.1560559954808,1.0
1618,H,2024-10-20,20:00,4405370.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,430500000.0,24.547072366374213,179.36363636363637,364.0,1,15.8,7.2,5.4,6.2,1.6,0.2,1.9817799999999999,2.4481548,2.2994988,5.915126050420168,9.4,364600000.0,24.710148715076848,180.6909090909091,389.0,15.256275853875229,6.865974897954163,5.516863300355155,6.551149377137207,1.6731520072729105,0.06587628730859389,1.9736122496029467,2.326761785803264,2.2436618743102517,5.699671419316998,9.489772292515447,362014995.12761277,24.524540465671482,180.8370078920443,388.77070399698715,1.0
1624,A,2024-10-26,20:00,4407518.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,435500000.0,24.515711530085245,179.0,361.0,0,16.0,7.2,5.2,6.6,1.4,0.0,2.0930600000000004,2.7464908,2.4491788,5.341973341060562,10.0,355600000.0,24.52347707049966,180.61818181818182,372.6,17.170850569250153,7.577316598636109,5.3445755335701035,6.367432918091471,1.448768004848607,0.043917524872395926,2.297541499735298,2.912934523868843,2.609774582873501,5.880240716326274,10.993181528343632,384843330.0850752,24.53205109923906,180.34588404924168,380.51380266465804,1.0
1634,H,2024-11-03,15:15,4407703.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,430500000.0,24.291207765540413,179.9090909090909,357.0,1,15.6,6.6,5.2,7.6,2.2,0.0,2.03922,2.4108828000000004,2.2622267999999996,5.6664077302008335,8.8,369500000.0,24.30449878663431,180.1090909090909,360.6,16.447233712833434,7.384877732424073,4.563050355713402,9.911621945394314,2.6325120032324048,0.029278349914930616,2.242960999823532,2.7805096825792286,2.5784030552490003,6.343237400627772,8.662121018895755,401728886.7233834,24.52660457618779,179.8972560328278,374.00920177643866,1.0
1646,H,2024-11-10,20:00,4407670.0,H,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,385500000.0,25.481177275838466,179.0909090909091,400.0,0,15.2,7.6,5.6,9.4,2.0,0.0,2.02358,2.3580808,2.2094248,5.816407730200834,10.4,385900000.0,24.24058241553108,180.16363636363636,361.2,15.631489141888956,7.923251821616049,6.042033570475602,10.941081296929545,1.7550080021549366,0.019518899943287076,2.2443406665490215,2.501666455052819,2.3669287034993336,5.756602711529626,10.774747345930502,411319257.81558895,24.448138972638663,179.9012009915822,368.3394678509591,1.0
1652,D,2024-11-23,20:00,4407649.0,A,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,375500000.0,25.463754589011263,179.63636363636363,401.0,0,15.0,6.6,5.2,10.0,1.8,0.0,2.0561999999999996,2.3105384000000004,2.1618824,6.575455349248453,9.8,416500000.0,24.576939829506564,179.5090909090909,369.2,14.08765942792597,5.282167881077366,6.0280223803170685,9.29405419795303,1.5033386681032912,0.013012599962191384,1.6321271110326812,1.839144970035213,1.749319802332889,7.1266240299086405,9.516498230620334,402712838.54372597,24.792485073705265,179.63110369135782,378.8929785673061,1.0
1658,A,2024-11-30,13:00,4407654.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,396000000.0,24.91917117789808,178.45454545454547,383.0,1,14.0,5.8,4.8,10.2,2.4,0.2,1.72588,2.1993684,2.0507124,8.32962201591512,9.4,411500000.0,24.85978470536992,179.4,376.6,12.391772951950648,4.854778587384911,4.352014920211379,9.196036131968686,2.6688924454021943,0.34200839997479426,1.3865514073551208,1.872036646690142,1.8121532015552593,9.313582686605761,8.677665487080223,393641892.362484,25.016241578807264,179.63285700635979,386.26198571153736,1.0
1667,A,2024-12-03,18:00,4407720.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,480500000.0,24.027627403397425,179.0909090909091,292.0,0,15.2,5.6,5.2,10.4,2.2,0.2,1.6278,1.8190204,1.8190204,8.272650501672242,9.6,404600000.0,24.934204467674693,179.21818181818182,380.4,17.2611819679671,5.903185724923273,5.234676613474252,8.464024087979125,1.7792616302681294,0.22800559998319617,1.7427009382367473,1.975871097793428,1.9359488010368395,8.194562370780652,10.785110324720149,394427928.241656,24.983884778504205,179.24008648908833,385.1746571410249,2.0
1672,D,2024-12-07,15:15,4407690.0,A,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,465500000.0,25.086180075913138,179.45454545454547,402.0,0,16.2,6.0,5.6,9.6,1.8,0.2,1.7982599999999997,2.3920364000000003,2.2433804,8.11111204013378,11.4,413600000.0,24.83658764233713,179.23636363636365,366.6,18.174121311978066,6.935457149948848,5.1564510756495014,9.97601605865275,2.186174420178753,0.15200373332213077,2.1571672921578315,3.110827398528952,2.8364525340245597,7.616887734366588,11.523406883146768,423118618.8277707,24.665132320135275,179.19036068969524,354.1164380940166,3.0
1684,A,2024-12-15,20:00,4407705.0,A,Barcelona,131.0,Hansi Flick,4-2-3-1,455500000.0,25.656648621741024,179.27272727272728,410.0,1,15.2,4.8,4.6,9.8,2.2,0.2,1.45424,2.3114744000000003,2.1628184,9.06111204013378,9.6,420600000.0,24.995582104411675,179.14545454545456,375.6,15.116080874652043,5.623638099965899,4.770967383766334,11.317344039101833,2.1241162801191686,0.10133582221475385,1.6137781947718877,2.5876082656859682,2.4046916893497063,8.189036267355503,9.682271255431179,437245745.8851805,24.80548157206123,179.27842227797865,370.077625396011,2.0
1693,A,2024-12-21,20:00,4407681.0,H,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,395500000.0,24.93584717814697,178.36363636363637,364.0,1,17.0,5.6,5.0,9.6,2.0,0.2,1.85248,2.6418480000000004,2.4931919999999996,7.940410285747815,12.2,434600000.0,25.030676373592186,179.1818181818182,377.6,16.744053916434694,5.082425399977266,5.847311589177555,9.211562692734555,1.4160775200794458,0.0675572148098359,1.8754854631812583,2.447062177123979,2.3251177928998046,6.880410143149283,13.121514170287453,443330497.256787,25.089203921954493,179.27652394289487,383.3850835973406,3.0
1712,D,2025-01-18,20:00,4407729.0,D,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,550500000.0,23.923589073486404,179.8181818181818,388.0,0,19.0,6.2,7.0,10.0,1.0,0.0,2.2345599999999997,2.929132,2.7804759999999997,6.916243619081148,14.2,438600000.0,24.925094891419327,178.92727272727274,370.2,17.496035944289797,5.7216169333181774,7.564874392785036,9.807708461823037,0.9440516800529638,0.04503814320655727,2.1855903087875057,2.7561214514159857,2.674825195266536,7.44249565098841,14.414342780191637,427386998.1711914,25.038085007351985,178.97222808314203,376.9233890648937,3.0
1728,H,2025-01-26,20:00,4407746.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,453500000.0,24.15257295750109,180.27272727272728,357.0,1,17.8,5.6,7.6,10.4,1.4,0.0,2.28372,3.1931900000000004,3.0445339999999996,6.3138281601439505,15.4,469500000.0,24.725978470536994,179.2,371.2,18.664023962859865,5.481077955545452,8.376582928523357,9.538472307882024,1.2960344533686425,0.03002542880437151,2.357326872525004,3.005357634277324,2.9511601301776906,5.943145248807088,16.60956185346109,468424665.44746095,24.666586362730126,179.25421266148862,380.6155927099291,3.0
1735,H,2025-02-02,13:00,4407783.0,D,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,548500000.0,24.771078339866843,180.8181818181818,472.0,1,18.2,6.0,9.4,9.8,0.8,0.0,2.25168,2.988792,2.9887919999999997,6.221520467836257,15.6,464100000.0,24.750967581357724,179.43636363636364,384.2,19.77601597523991,7.320718637030301,10.251055285682238,9.692314871921349,0.8640229689124284,0.020016952536247672,2.5135179150166693,3.4564884228515496,3.420356753451794,5.962096832538059,15.739707902307394,463449776.9649739,24.49524856098711,179.5937175319015,372.7437284732861,3.0
1748,A,2025-02-09,20:00,4407770.0,D,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,591000000.0,26.79260780287474,181.45454545454547,544.0,0,18.6,6.2,9.6,8.6,1.4,0.0,2.6287,2.9176100000000003,2.91761,5.954853801169591,15.0,480700000.0,24.687947234148467,179.7090909090909,398.2,16.85067731682661,6.213812424686867,8.50070352378816,9.128209914614233,2.2426819792749524,0.013344635024165115,2.479711943344446,2.699412281901033,2.675324502301196,6.641397888358706,11.493138601538263,491799851.3099826,24.587191820613686,180.00187229399492,405.82915231552414,3.0
1759,H,2025-02-17,20:00,4407755.0,H,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,516000000.0,25.396303901437367,181.1818181818182,483.0,1,16.6,6.6,9.2,8.8,1.8,0.2,2.58468,2.870814,2.8708139999999998,7.022222222222223,13.2,507800000.0,24.91513907037521,180.14545454545456,425.0,14.567118211217739,6.142541616457912,7.66713568252544,8.08547327640949,2.1617879861833016,0.3422297566827768,2.3794079622296307,2.4436048546006885,2.427546334867464,7.627598592239138,11.328759067692175,524866567.53998834,25.322330481367374,180.4860966808451,451.8861015436828,3.0
1764,A,2025-02-22,20:00,4407539.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,458500000.0,24.770580548814635,180.0,443.0,0,15.6,6.2,7.8,8.8,2.2,0.2,2.5069000000000004,2.7615160000000003,2.61286,7.052888888888889,11.8,531900000.0,25.007230415033288,180.7090909090909,448.8,14.378078807478493,5.761694410971941,6.444757121683627,9.056982184272993,2.1078586574555342,0.22815317112185118,2.391905308153087,2.571653236400459,2.3131875565783093,7.991732394826092,10.88583937846145,521911045.02665883,25.34698828805737,180.71800384783614,462.25740102912187,1.0
1776,H,2025-03-02,15:15,4407734.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,478500000.0,25.56480617260905,182.1818181818182,488.0,1,14.4,6.2,6.4,7.8,2.0,0.2,2.4331799999999997,2.3937220000000003,2.245066,8.119555555555555,10.0,513500000.0,25.176628710098935,180.74545454545455,459.8,14.58538587165233,5.5077962739812945,5.2965047477890845,7.371321456181995,1.7385724383036896,0.1521021140812341,2.3720035387687246,2.2693888242669726,2.097078371052206,8.087080855809987,11.257226252307632,500774030.0177725,25.154852374976457,180.47866923189076,455.8382673527479,1.0
1797,A,2025-03-16,20:00,4407524.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,473500000.0,26.163648808412667,180.45454545454547,486.0,0,16.6,6.0,6.0,8.8,2.0,0.2,2.46292,2.2493660000000006,2.1007100000000003,7.761979797979798,13.8,518500000.0,25.45907535312053,181.12727272727275,486.0,20.72359058110155,7.00519751598753,7.531003165192723,9.91421430412133,1.1590482922024596,0.10140140938748941,2.5728690258458164,2.725249216177982,2.610375580701471,6.795427641247062,18.504817501538422,493349353.34518164,25.29150364085399,181.04638554853327,466.5588449018319,1.0
1798,H,2025-03-27,20:00,4407785.0,H,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,566000000.0,25.57650426233588,180.45454545454547,437.0,1,17.0,6.4,6.2,9.4,1.6,0.2,2.41322,2.4447440000000005,2.296088,7.228646464646465,15.4,503500000.0,25.73758944682969,181.05454545454546,488.8,18.149060387401033,6.67013167732502,7.020668776795148,10.27614286941422,1.7726988614683066,0.06760093959165961,2.436446017230544,2.537549477451988,2.4609670538009802,6.308062871942486,16.00321166769228,486732902.23012114,25.582218696706878,180.84910551720398,473.0392299345546,1.0
1806,H,2025-03-30,15:15,4407555.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,461000000.0,26.160662062099433,182.1818181818182,465.0,1,18.8,6.2,6.6,9.6,1.4,0.0,2.57374,2.98576,2.688448,6.708646464646465,16.0,498500000.0,25.49436873872192,180.85454545454544,467.4,18.43270692493402,6.113421118216681,7.347112517863432,9.184095246276147,1.5151325743122044,0.045067293061106406,2.6180973448203626,3.237389651634659,2.938574702533987,6.5387085812949906,15.335474445128186,513155268.1534141,25.58031388524988,180.7175854963178,461.02615328970313,1.0
1813,D,2025-04-05,20:00,4407544.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,596000000.0,25.225561570530772,182.1818181818182,552.0,1,20.2,7.0,7.8,9.0,1.0,0.0,2.6392599999999997,2.970876,2.82222,6.388646464646465,16.4,487500000.0,25.64724037085433,181.05454545454546,463.8,19.288471283289347,7.075614078811121,8.231408345242288,8.789396830850764,1.0100883828748028,0.030044862040737603,2.6602315632135753,3.0760364344231057,2.876826468355991,6.732472387529994,14.223649630085456,495770178.76894265,25.773763277533064,181.20566305815126,462.35076885980214,1.0
1821,A,2025-04-12,20:00,4407629.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,501000000.0,26.74183311554975,181.63636363636363,478.0,0,19.8,7.0,9.0,11.4,1.2,0.0,2.6603800000000004,2.931592,2.782936,5.675026392961877,16.4,515000000.0,25.73823657519756,181.4909090909091,485.6,17.192314188859566,6.383742719207414,8.487605563494858,11.192931220567175,1.340058921916535,0.020029908027158403,2.58608770880905,2.5401709562820707,2.4073643122373274,6.058207398138276,13.482433086723637,529180119.17929506,25.591029375198968,181.53104809937358,492.2338459065348,1.0
1831,H,2025-04-19,15:15,4407634.0,D,Barcelona,131.0,Hansi Flick,4-3-3 Attacking,361000000.0,27.19656524173978,181.8181818181818,533.0,1,15.6,5.6,8.2,9.2,1.4,0.0,2.42922,2.4244080000000006,2.2757519999999998,6.7378653084323705,11.4,519500000.0,25.973641963785703,181.38181818181818,483.6,15.461542792573043,5.255828479471609,8.32507037566324,8.795287480378116,1.2267059479443567,0.013353272018105601,2.3303251392060336,2.060463970854714,1.9719262081582183,7.214243528583412,11.654955391149093,519786746.11953,25.97463062198256,181.56615327837025,487.48923060435646,1.0
1840,H,2025-04-22,20:30,4407616.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,496000000.0,24.86814759504698,182.0,358.0,1,16.6,5.6,7.8,9.0,1.2,0.0,2.2774,2.5051520000000003,2.20784,7.011939382506445,12.4,497000000.0,26.180225250451123,181.65454545454548,493.0,16.307695195048694,5.503885652981073,6.883380250442159,9.196858320252078,1.4844706319629044,0.008902181345403734,2.021716759470689,2.228932647236476,1.922147472105479,7.044063586956843,13.103303594099396,466857830.7463533,26.381942161901634,181.65016279164078,502.65948706957096,1.0
1854,A,2025-05-03,20:00,4407609.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,344500000.0,23.726214921286786,181.36363636363637,241.0,0,20.8,7.2,8.8,9.6,1.0,0.0,2.26072,2.2646520000000003,2.115996,6.242242412809476,14.0,483000000.0,26.03855391699334,181.96363636363637,477.2,24.20513013003246,8.002590435320714,8.922253500294772,9.464572213501386,0.9896470879752696,0.005934787563602489,2.3138111729804596,2.6308117648243172,2.426288314736986,5.746547441809612,16.06886906273293,476571887.1642356,25.877343972950083,181.7667751944272,454.43965804638066,1.0
1867,H,2025-05-11,15:15,4407595.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,471000000.0,25.79851907161969,181.9090909090909,407.0,1,21.4,6.8,8.4,11.0,1.4,0.0,2.1856,2.1563220000000003,2.0076659999999995,5.325385269952332,14.2,459700000.0,25.551664488830813,181.8,432.4,24.136753420021638,7.668393623547143,8.614835666863181,11.309714809000923,1.326431391983513,0.003956525042401659,2.3321741153203064,2.4911011765495448,2.354752209824657,4.67626972311117,15.04591270848862,432547924.7761571,25.160300955728985,181.63239558416362,383.29310536425373,1.0
1878,A,2025-05-15,20:30,4407575.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,531000000.0,27.127870076535373,183.45454545454547,592.0,0,23.4,7.6,8.6,11.2,1.8,0.0,2.15246,2.6838980000000006,2.535242,5.821911324542903,14.4,434700000.0,25.666255989048597,181.74545454545455,403.4,23.757835613347755,8.112262415698096,9.07655711124212,13.206476539333948,2.2176209279890085,0.0026376833616011063,2.3121494102135376,3.02950745103303,2.9386081398831045,5.514949046176677,14.363941805659081,445365283.18410474,25.373040327692554,181.7246273591394,391.19540357616916,1.0
1882,A,2025-05-18,18:00,4407585.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,438000000.0,25.56729512787007,180.36363636363637,400.0,1,23.4,7.8,7.6,12.4,2.0,0.0,1.9252000000000002,2.6108634000000004,2.4622073999999996,4.868648166648167,14.8,440700000.0,25.74346338124572,182.10909090909092,426.2,19.83855707556517,6.741508277132064,7.051038074161414,12.137651026222633,2.145080618659339,0.0017584555744007376,1.7689329401423584,2.2649639673553534,2.2043644265887363,5.263299364117785,12.909294537106055,473910188.78940314,25.957983577306823,182.30126672427477,458.1302690507794,1.0
1899,A,2025-05-25,20:00,4407564.0,A,Barcelona,131.0,Hansi Flick,4-2-3-1,543000000.0,24.106278389645947,180.1818181818182,366.0,0,24.6,8.4,9.0,13.2,2.0,0.0,1.85704,2.4114894000000002,2.4114894,4.900321219010874,14.8,456100000.0,25.41760935847178,181.8181818181818,399.6,21.225704717043445,7.494338851421375,8.36735871610761,12.758434017481756,2.0967204124395593,0.0011723037162671584,1.533855293428239,2.032975978236902,1.9925762843924908,5.79622256458427,13.939529691404038,461940125.85960215,25.82775409416124,181.65538993739528,438.7535127005196,1.0
1904,A,2025-08-16,18:30,4645608.0,A,Barcelona,131.0,Hansi Flick,4-2-3-1,85000000.0,23.745877667848923,181.45454545454547,293.0,0,19.2,6.6,7.6,13.2,2.0,0.0,1.8469200000000001,2.3973794000000006,2.2487234000000003,5.21168485537451,11.6,465500000.0,25.265235517391574,181.45454545454544,401.2,18.48380314469563,6.329559234280917,7.57823914407174,11.838956011654503,1.3978136082930395,0.0007815358108447723,1.9717035289521594,2.4766573188246013,2.2019641895949937,5.433592820833958,11.29301979426936,488960083.90640146,25.25392885932281,181.16419935220293,414.5023418003464,1.0
1911,A,2025-08-23,20:30,4645522.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,125000000.0,23.690871756580176,181.63636363636363,294.0,0,19.2,6.8,7.2,13.6,1.8,0.0,1.8619400000000002,2.3599034000000003,2.2112474,5.51120866489832,12.8,413600000.0,25.269168066704005,181.47272727272727,411.6,20.32253542979709,6.886372822853946,7.0521594293811605,13.559304007769668,1.2652090721953597,0.0005210238738965148,2.1291356859681065,2.3258715458830674,2.1427427930633294,4.9668396583337495,13.862013196179575,354306722.60426766,24.751245128831513,181.2609813863171,374.0015612002309,1.0
1927,D,2025-08-31,20:30,4645534.0,A,Barcelona,131.0,Hansi Flick,4-2-3-1,85000000.0,25.251446705245474,181.0909090909091,422.0,0,19.8,7.0,7.4,11.8,1.2,0.0,1.6564400000000004,2.0348954000000004,1.8862394000000002,4.950524904214559,14.4,344400000.0,24.847638603696097,181.41818181818184,389.0,22.215023619864724,7.924248548569298,8.368106286254106,11.706202671846446,1.1768060481302398,0.0003473492492643432,1.834290457312071,2.377674363922045,2.2555885287088864,4.774189401852129,16.241342130786382,277871148.4028451,24.39778733808107,181.38610880299927,347.3343741334873,2.0
1939,H,2025-09-14,20:00,4645567.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,80000000.0,23.497231037272105,180.54545454545453,257.0,1,19.8,6.8,7.6,11.4,1.0,0.0,1.8707,2.359268,2.0619579999999997,5.67852490421456,13.2,255200000.0,24.472353929438118,180.94545454545454,355.0,18.810015746576482,6.282832365712866,6.912070857502737,10.470801781230964,1.1178706987534932,0.0002315661661762288,1.807460304874714,2.37102957594803,2.041882352472591,5.982792934568086,12.160894753857589,213580765.60189673,24.682340460469206,181.2877088989692,372.2229160889915,4.0
1950,H,2025-09-21,20:00,4645486.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,30000000.0,27.17540912202103,182.45454545454547,558.0,1,19.8,7.0,6.4,10.4,0.6,0.0,2.2501400000000005,2.7375120000000006,2.440202,5.646111111111112,12.6,183600000.0,24.058341111318526,180.98181818181817,326.4,20.540010497717656,7.521888243808578,6.274713905001825,9.980534520820642,0.7452471325023288,0.00015437744411748587,2.191940203249809,2.7340930506320205,2.5146615683150606,6.221861956378724,12.440596502571728,169053843.73459783,24.28730398607017,181.040290781131,333.815277392661,2.0
1959,A,2025-09-25,20:30,4645542.0,H,Barcelona,131.0,Hansi Flick,4-2-3-1,70000000.0,24.76510484724037,182.36363636363637,313.0,0,20.4,7.6,5.8,10.2,1.0,0.0,2.2592000000000003,2.6575660000000005,2.508912,6.469150326797387,13.0,81000000.0,24.67216725779354,181.43636363636364,364.8,19.026673665145104,7.347925495872386,5.18314260333455,9.653689680547094,1.1634980883348858,0.00010291829607832392,2.4255268021665395,2.8108253670880132,2.6645377122100404,7.089084441507385,10.960397668381153,122702562.4897319,25.250005698053787,181.51170900560248,408.54351826177407,2.0
1966,H,2025-09-28,17:30,4645577.0,D,Barcelona,131.0,Hansi Flick,4-2-3-1,50000000.0,26.886939207267748,183.54545454545453,585.0,1,20.0,8.0,6.4,8.0,0.8,0.0,2.13458,2.6667080000000007,2.5180540000000002,6.562483660130719,13.6,78000000.0,24.87601269367183,181.61818181818182,368.8,20.017782443430068,8.23195033058159,6.455428402223032,8.43579312036473,0.7756653922232571,6.861219738554928e-05,2.223984534777693,2.5638869113920086,2.466361808140027,6.226056294338257,14.640265112254104,105135041.65982127,25.08837208111598,181.79568479161378,376.69567884118277,2.0
